Date,Is Today,Month Year,Month Year sort,Month Rank,Work Day,Work Date,Work Date With WE,Work Day Rank,Work Date with WE Rank,Work Day This month,Week Start With Year,Week Start Date,Last working date,Qtr Year,Qtr Year Sort,Year
11/9/2018 0:00,11/9/2018,Nov-2018,201811,19,1,11/9/2018 0:00,11/9/2018 0:00,226,225,7,45,11/5/2018 0:00,11/8/2018 0:00,Q42018,20184,2018
11/10/2018 0:00,11/10/2018,Nov-2018,201811,19,0,,11/9/2018 0:00,,225,,45,11/5/2018 0:00,,Q42018,20184,2018
11/11/2018 0:00,11/11/2018,Nov-2018,201811,19,0,,11/9/2018 0:00,,225,,45,11/5/2018 0:00,,Q42018,20184,2018
11/12/2018 0:00,11/12/2018,Nov-2018,201811,19,1,11/12/2018 0:00,11/12/2018 0:00,227,226,8,46,11/12/2018 0:00,11/9/2018 0:00,Q42018,20184,2018
11/13/2018 0:00,11/13/2018,Nov-2018,201811,19,1,11/13/2018 0:00,11/13/2018 0:00,228,227,9,46,11/12/2018 0:00,11/12/2018 0:00,Q42018,20184,2018
11/14/2018 0:00,11/14/2018,Nov-2018,201811,19,1,11/14/2018 0:00,11/14/2018 0:00,229,228,10,46,11/12/2018 0:00,11/13/2018 0:00,Q42018,20184,2018
11/15/2018 0:00,11/15/2018,Nov-2018,201811,19,1,11/15/2018 0:00,11/15/2018 0:00,230,229,11,46,11/12/2018 0:00,11/14/2018 0:00,Q42018,20184,2018
11/16/2018 0:00,11/16/2018,Nov-2018,201811,19,1,11/16/2018 0:00,11/16/2018 0:00,231,230,12,46,11/12/2018 0:00,11/15/2018 0:00,Q42018,20184,2018
11/17/2018 0:00,11/17/2018,Nov-2018,201811,19,0,,11/16/2018 0:00,,230,,46,11/12/2018 0:00,,Q42018,20184,2018
11/18/2018 0:00,11/18/2018,Nov-2018,201811,19,0,,11/16/2018 0:00,,230,,46,11/12/2018 0:00,,Q42018,20184,2018
11/19/2018 0:00,11/19/2018,Nov-2018,201811,19,1,11/19/2018 0:00,11/19/2018 0:00,232,231,13,47,11/19/2018 0:00,11/16/2018 0:00,Q42018,20184,2018
11/20/2018 0:00,11/20/2018,Nov-2018,201811,19,1,11/20/2018 0:00,11/20/2018 0:00,233,232,14,47,11/19/2018 0:00,11/19/2018 0:00,Q42018,20184,2018
11/21/2018 0:00,11/21/2018,Nov-2018,201811,19,1,11/21/2018 0:00,11/21/2018 0:00,234,233,15,47,11/19/2018 0:00,11/20/2018 0:00,Q42018,20184,2018
11/22/2018 0:00,11/22/2018,Nov-2018,201811,19,1,11/22/2018 0:00,11/22/2018 0:00,235,234,16,47,11/19/2018 0:00,11/21/2018 0:00,Q42018,20184,2018
11/23/2018 0:00,11/23/2018,Nov-2018,201811,19,1,11/23/2018 0:00,11/23/2018 0:00,236,235,17,47,11/19/2018 0:00,11/22/2018 0:00,Q42018,20184,2018
11/24/2018 0:00,11/24/2018,Nov-2018,201811,19,0,,11/23/2018 0:00,,235,,47,11/19/2018 0:00,,Q42018,20184,2018
11/25/2018 0:00,11/25/2018,Nov-2018,201811,19,0,,11/23/2018 0:00,,235,,47,11/19/2018 0:00,,Q42018,20184,2018
11/26/2018 0:00,11/26/2018,Nov-2018,201811,19,1,11/26/2018 0:00,11/26/2018 0:00,237,236,18,48,11/26/2018 0:00,11/23/2018 0:00,Q42018,20184,2018
11/27/2018 0:00,11/27/2018,Nov-2018,201811,19,1,11/27/2018 0:00,11/27/2018 0:00,238,237,19,48,11/26/2018 0:00,11/26/2018 0:00,Q42018,20184,2018
11/28/2018 0:00,11/28/2018,Nov-2018,201811,19,1,11/28/2018 0:00,11/28/2018 0:00,239,238,20,48,11/26/2018 0:00,11/27/2018 0:00,Q42018,20184,2018
11/29/2018 0:00,11/29/2018,Nov-2018,201811,19,1,11/29/2018 0:00,11/29/2018 0:00,240,239,21,48,11/26/2018 0:00,11/28/2018 0:00,Q42018,20184,2018
11/30/2018 0:00,11/30/2018,Nov-2018,201811,19,1,11/30/2018 0:00,11/30/2018 0:00,241,240,22,48,11/26/2018 0:00,11/29/2018 0:00,Q42018,20184,2018
12/1/2018 0:00,12/1/2018,Dec-2018,201812,18,0,,11/30/2018 0:00,,240,,48,11/26/2018 0:00,,Q42018,20184,2018
12/2/2018 0:00,12/2/2018,Dec-2018,201812,18,0,,11/30/2018 0:00,,240,,48,11/26/2018 0:00,,Q42018,20184,2018
12/3/2018 0:00,12/3/2018,Dec-2018,201812,18,1,12/3/2018 0:00,12/3/2018 0:00,242,241,1,49,12/3/2018 0:00,11/30/2018 0:00,Q42018,20184,2018
12/4/2018 0:00,12/4/2018,Dec-2018,201812,18,1,12/4/2018 0:00,12/4/2018 0:00,243,242,2,49,12/3/2018 0:00,12/3/2018 0:00,Q42018,20184,2018
12/5/2018 0:00,12/5/2018,Dec-2018,201812,18,1,12/5/2018 0:00,12/5/2018 0:00,244,243,3,49,12/3/2018 0:00,12/4/2018 0:00,Q42018,20184,2018
12/6/2018 0:00,12/6/2018,Dec-2018,201812,18,1,12/6/2018 0:00,12/6/2018 0:00,245,244,4,49,12/3/2018 0:00,12/5/2018 0:00,Q42018,20184,2018
12/7/2018 0:00,12/7/2018,Dec-2018,201812,18,1,12/7/2018 0:00,12/7/2018 0:00,246,245,5,49,12/3/2018 0:00,12/6/2018 0:00,Q42018,20184,2018
12/8/2018 0:00,12/8/2018,Dec-2018,201812,18,0,,12/7/2018 0:00,,245,,49,12/3/2018 0:00,,Q42018,20184,2018
12/9/2018 0:00,12/9/2018,Dec-2018,201812,18,0,,12/7/2018 0:00,,245,,49,12/3/2018 0:00,,Q42018,20184,2018
12/10/2018 0:00,12/10/2018,Dec-2018,201812,18,1,12/10/2018 0:00,12/10/2018 0:00,247,246,6,50,12/10/2018 0:00,12/7/2018 0:00,Q42018,20184,2018
12/11/2018 0:00,12/11/2018,Dec-2018,201812,18,1,12/11/2018 0:00,12/11/2018 0:00,248,247,7,50,12/10/2018 0:00,12/10/2018 0:00,Q42018,20184,2018
12/12/2018 0:00,12/12/2018,Dec-2018,201812,18,1,12/12/2018 0:00,12/12/2018 0:00,249,248,8,50,12/10/2018 0:00,12/11/2018 0:00,Q42018,20184,2018
12/13/2018 0:00,12/13/2018,Dec-2018,201812,18,1,12/13/2018 0:00,12/13/2018 0:00,250,249,9,50,12/10/2018 0:00,12/12/2018 0:00,Q42018,20184,2018
12/14/2018 0:00,12/14/2018,Dec-2018,201812,18,1,12/14/2018 0:00,12/14/2018 0:00,251,250,10,50,12/10/2018 0:00,12/13/2018 0:00,Q42018,20184,2018
12/15/2018 0:00,12/15/2018,Dec-2018,201812,18,0,,12/14/2018 0:00,,250,,50,12/10/2018 0:00,,Q42018,20184,2018
12/16/2018 0:00,12/16/2018,Dec-2018,201812,18,0,,12/14/2018 0:00,,250,,50,12/10/2018 0:00,,Q42018,20184,2018
12/17/2018 0:00,12/17/2018,Dec-2018,201812,18,1,12/17/2018 0:00,12/17/2018 0:00,252,251,11,51,12/17/2018 0:00,12/14/2018 0:00,Q42018,20184,2018
12/18/2018 0:00,12/18/2018,Dec-2018,201812,18,1,12/18/2018 0:00,12/18/2018 0:00,253,252,12,51,12/17/2018 0:00,12/17/2018 0:00,Q42018,20184,2018
12/19/2018 0:00,12/19/2018,Dec-2018,201812,18,1,12/19/2018 0:00,12/19/2018 0:00,254,253,13,51,12/17/2018 0:00,12/18/2018 0:00,Q42018,20184,2018
12/20/2018 0:00,12/20/2018,Dec-2018,201812,18,1,12/20/2018 0:00,12/20/2018 0:00,255,254,14,51,12/17/2018 0:00,12/19/2018 0:00,Q42018,20184,2018
12/21/2018 0:00,12/21/2018,Dec-2018,201812,18,1,12/21/2018 0:00,12/21/2018 0:00,256,255,15,51,12/17/2018 0:00,12/20/2018 0:00,Q42018,20184,2018
12/22/2018 0:00,12/22/2018,Dec-2018,201812,18,0,,12/21/2018 0:00,,255,,51,12/17/2018 0:00,,Q42018,20184,2018
12/23/2018 0:00,12/23/2018,Dec-2018,201812,18,0,,12/21/2018 0:00,,255,,51,12/17/2018 0:00,,Q42018,20184,2018
12/24/2018 0:00,12/24/2018,Dec-2018,201812,18,1,12/24/2018 0:00,12/24/2018 0:00,257,256,16,52,12/24/2018 0:00,12/21/2018 0:00,Q42018,20184,2018
12/25/2018 0:00,12/25/2018,Dec-2018,201812,18,1,12/25/2018 0:00,12/25/2018 0:00,258,257,17,52,12/24/2018 0:00,12/24/2018 0:00,Q42018,20184,2018
12/26/2018 0:00,12/26/2018,Dec-2018,201812,18,1,12/26/2018 0:00,12/26/2018 0:00,259,258,18,52,12/24/2018 0:00,12/25/2018 0:00,Q42018,20184,2018
12/27/2018 0:00,12/27/2018,Dec-2018,201812,18,1,12/27/2018 0:00,12/27/2018 0:00,260,259,19,52,12/24/2018 0:00,12/26/2018 0:00,Q42018,20184,2018
12/28/2018 0:00,12/28/2018,Dec-2018,201812,18,1,12/28/2018 0:00,12/28/2018 0:00,261,260,20,52,12/24/2018 0:00,12/27/2018 0:00,Q42018,20184,2018
12/29/2018 0:00,12/29/2018,Dec-2018,201812,18,0,,12/28/2018 0:00,,260,,52,12/24/2018 0:00,,Q42018,20184,2018
12/30/2018 0:00,12/30/2018,Dec-2018,201812,18,0,,12/28/2018 0:00,,260,,52,12/24/2018 0:00,,Q42018,20184,2018
12/31/2018 0:00,12/31/2018,Dec-2018,201812,18,1,12/31/2018 0:00,12/31/2018 0:00,262,261,21,52,12/24/2018 0:00,12/28/2018 0:00,Q42018,20184,2018
1/1/2019 0:00,1/1/2019,Jan-2019,201901,17,1,1/1/2019 0:00,1/1/2019 0:00,263,262,1,1,1/1/2019 0:00,12/31/2018 0:00,Q12019,20191,2019
1/2/2019 0:00,1/2/2019,Jan-2019,201901,17,1,1/2/2019 0:00,1/2/2019 0:00,264,263,2,1,1/1/2019 0:00,1/1/2019 0:00,Q12019,20191,2019
1/3/2019 0:00,1/3/2019,Jan-2019,201901,17,1,1/3/2019 0:00,1/3/2019 0:00,265,264,3,1,1/1/2019 0:00,1/2/2019 0:00,Q12019,20191,2019
1/4/2019 0:00,1/4/2019,Jan-2019,201901,17,1,1/4/2019 0:00,1/4/2019 0:00,266,265,4,1,1/1/2019 0:00,1/3/2019 0:00,Q12019,20191,2019
1/5/2019 0:00,1/5/2019,Jan-2019,201901,17,0,,1/4/2019 0:00,,265,,1,1/1/2019 0:00,,Q12019,20191,2019
1/6/2019 0:00,1/6/2019,Jan-2019,201901,17,0,,1/4/2019 0:00,,265,,1,1/1/2019 0:00,,Q12019,20191,2019
1/7/2019 0:00,1/7/2019,Jan-2019,201901,17,1,1/7/2019 0:00,1/7/2019 0:00,267,266,5,1,1/1/2019 0:00,1/4/2019 0:00,Q12019,20191,2019
1/8/2019 0:00,1/8/2019,Jan-2019,201901,17,1,1/8/2019 0:00,1/8/2019 0:00,268,267,6,2,1/8/2019 0:00,1/7/2019 0:00,Q12019,20191,2019
1/9/2019 0:00,1/9/2019,Jan-2019,201901,17,1,1/9/2019 0:00,1/9/2019 0:00,269,268,7,2,1/8/2019 0:00,1/8/2019 0:00,Q12019,20191,2019
1/10/2019 0:00,1/10/2019,Jan-2019,201901,17,1,1/10/2019 0:00,1/10/2019 0:00,270,269,8,2,1/8/2019 0:00,1/9/2019 0:00,Q12019,20191,2019
1/11/2019 0:00,1/11/2019,Jan-2019,201901,17,1,1/11/2019 0:00,1/11/2019 0:00,271,270,9,2,1/8/2019 0:00,1/10/2019 0:00,Q12019,20191,2019
1/12/2019 0:00,1/12/2019,Jan-2019,201901,17,0,,1/11/2019 0:00,,270,,2,1/8/2019 0:00,,Q12019,20191,2019
1/13/2019 0:00,1/13/2019,Jan-2019,201901,17,0,,1/11/2019 0:00,,270,,2,1/8/2019 0:00,,Q12019,20191,2019
1/14/2019 0:00,1/14/2019,Jan-2019,201901,17,1,1/14/2019 0:00,1/14/2019 0:00,272,271,10,2,1/8/2019 0:00,1/11/2019 0:00,Q12019,20191,2019
1/15/2019 0:00,1/15/2019,Jan-2019,201901,17,1,1/15/2019 0:00,1/15/2019 0:00,273,272,11,3,1/15/2019 0:00,1/14/2019 0:00,Q12019,20191,2019
1/16/2019 0:00,1/16/2019,Jan-2019,201901,17,1,1/16/2019 0:00,1/16/2019 0:00,274,273,12,3,1/15/2019 0:00,1/15/2019 0:00,Q12019,20191,2019
1/17/2019 0:00,1/17/2019,Jan-2019,201901,17,1,1/17/2019 0:00,1/17/2019 0:00,275,274,13,3,1/15/2019 0:00,1/16/2019 0:00,Q12019,20191,2019
1/18/2019 0:00,1/18/2019,Jan-2019,201901,17,1,1/18/2019 0:00,1/18/2019 0:00,276,275,14,3,1/15/2019 0:00,1/17/2019 0:00,Q12019,20191,2019
1/19/2019 0:00,1/19/2019,Jan-2019,201901,17,0,,1/18/2019 0:00,,275,,3,1/15/2019 0:00,,Q12019,20191,2019
1/20/2019 0:00,1/20/2019,Jan-2019,201901,17,0,,1/18/2019 0:00,,275,,3,1/15/2019 0:00,,Q12019,20191,2019
1/21/2019 0:00,1/21/2019,Jan-2019,201901,17,1,1/21/2019 0:00,1/21/2019 0:00,277,276,15,3,1/15/2019 0:00,1/18/2019 0:00,Q12019,20191,2019
1/22/2019 0:00,1/22/2019,Jan-2019,201901,17,1,1/22/2019 0:00,1/22/2019 0:00,278,277,16,4,1/22/2019 0:00,1/21/2019 0:00,Q12019,20191,2019
1/23/2019 0:00,1/23/2019,Jan-2019,201901,17,1,1/23/2019 0:00,1/23/2019 0:00,279,278,17,4,1/22/2019 0:00,1/22/2019 0:00,Q12019,20191,2019
1/24/2019 0:00,1/24/2019,Jan-2019,201901,17,1,1/24/2019 0:00,1/24/2019 0:00,280,279,18,4,1/22/2019 0:00,1/23/2019 0:00,Q12019,20191,2019
1/25/2019 0:00,1/25/2019,Jan-2019,201901,17,1,1/25/2019 0:00,1/25/2019 0:00,281,280,19,4,1/22/2019 0:00,1/24/2019 0:00,Q12019,20191,2019
1/26/2019 0:00,1/26/2019,Jan-2019,201901,17,0,,1/25/2019 0:00,,280,,4,1/22/2019 0:00,,Q12019,20191,2019
1/27/2019 0:00,1/27/2019,Jan-2019,201901,17,0,,1/25/2019 0:00,,280,,4,1/22/2019 0:00,,Q12019,20191,2019
1/28/2019 0:00,1/28/2019,Jan-2019,201901,17,1,1/28/2019 0:00,1/28/2019 0:00,282,281,20,4,1/22/2019 0:00,1/25/2019 0:00,Q12019,20191,2019
1/29/2019 0:00,1/29/2019,Jan-2019,201901,17,1,1/29/2019 0:00,1/29/2019 0:00,283,282,21,5,1/29/2019 0:00,1/28/2019 0:00,Q12019,20191,2019
1/30/2019 0:00,1/30/2019,Jan-2019,201901,17,1,1/30/2019 0:00,1/30/2019 0:00,284,283,22,5,1/29/2019 0:00,1/29/2019 0:00,Q12019,20191,2019
1/31/2019 0:00,1/31/2019,Jan-2019,201901,17,1,1/31/2019 0:00,1/31/2019 0:00,285,284,23,5,1/29/2019 0:00,1/30/2019 0:00,Q12019,20191,2019
2/1/2019 0:00,2/1/2019,Feb-2019,201902,16,1,2/1/2019 0:00,2/1/2019 0:00,286,285,1,5,1/29/2019 0:00,1/31/2019 0:00,Q12019,20191,2019
2/2/2019 0:00,2/2/2019,Feb-2019,201902,16,0,,2/1/2019 0:00,,285,,5,1/29/2019 0:00,,Q12019,20191,2019
2/3/2019 0:00,2/3/2019,Feb-2019,201902,16,0,,2/1/2019 0:00,,285,,5,1/29/2019 0:00,,Q12019,20191,2019
2/4/2019 0:00,2/4/2019,Feb-2019,201902,16,1,2/4/2019 0:00,2/4/2019 0:00,287,286,2,5,1/29/2019 0:00,2/1/2019 0:00,Q12019,20191,2019
2/5/2019 0:00,2/5/2019,Feb-2019,201902,16,1,2/5/2019 0:00,2/5/2019 0:00,288,287,3,6,2/5/2019 0:00,2/4/2019 0:00,Q12019,20191,2019
2/6/2019 0:00,2/6/2019,Feb-2019,201902,16,1,2/6/2019 0:00,2/6/2019 0:00,289,288,4,6,2/5/2019 0:00,2/5/2019 0:00,Q12019,20191,2019
2/7/2019 0:00,2/7/2019,Feb-2019,201902,16,1,2/7/2019 0:00,2/7/2019 0:00,290,289,5,6,2/5/2019 0:00,2/6/2019 0:00,Q12019,20191,2019
2/8/2019 0:00,2/8/2019,Feb-2019,201902,16,1,2/8/2019 0:00,2/8/2019 0:00,291,290,6,6,2/5/2019 0:00,2/7/2019 0:00,Q12019,20191,2019
2/9/2019 0:00,2/9/2019,Feb-2019,201902,16,0,,2/8/2019 0:00,,290,,6,2/5/2019 0:00,,Q12019,20191,2019
2/10/2019 0:00,2/10/2019,Feb-2019,201902,16,0,,2/8/2019 0:00,,290,,6,2/5/2019 0:00,,Q12019,20191,2019
2/11/2019 0:00,2/11/2019,Feb-2019,201902,16,1,2/11/2019 0:00,2/11/2019 0:00,292,291,7,6,2/5/2019 0:00,2/8/2019 0:00,Q12019,20191,2019
2/12/2019 0:00,2/12/2019,Feb-2019,201902,16,1,2/12/2019 0:00,2/12/2019 0:00,293,292,8,7,2/12/2019 0:00,2/11/2019 0:00,Q12019,20191,2019
2/13/2019 0:00,2/13/2019,Feb-2019,201902,16,1,2/13/2019 0:00,2/13/2019 0:00,294,293,9,7,2/12/2019 0:00,2/12/2019 0:00,Q12019,20191,2019
2/14/2019 0:00,2/14/2019,Feb-2019,201902,16,1,2/14/2019 0:00,2/14/2019 0:00,295,294,10,7,2/12/2019 0:00,2/13/2019 0:00,Q12019,20191,2019
2/15/2019 0:00,2/15/2019,Feb-2019,201902,16,1,2/15/2019 0:00,2/15/2019 0:00,296,295,11,7,2/12/2019 0:00,2/14/2019 0:00,Q12019,20191,2019
2/16/2019 0:00,2/16/2019,Feb-2019,201902,16,0,,2/15/2019 0:00,,295,,7,2/12/2019 0:00,,Q12019,20191,2019
2/17/2019 0:00,2/17/2019,Feb-2019,201902,16,0,,2/15/2019 0:00,,295,,7,2/12/2019 0:00,,Q12019,20191,2019
2/18/2019 0:00,2/18/2019,Feb-2019,201902,16,1,2/18/2019 0:00,2/18/2019 0:00,297,296,12,7,2/12/2019 0:00,2/15/2019 0:00,Q12019,20191,2019
2/19/2019 0:00,2/19/2019,Feb-2019,201902,16,1,2/19/2019 0:00,2/19/2019 0:00,298,297,13,8,2/19/2019 0:00,2/18/2019 0:00,Q12019,20191,2019
2/20/2019 0:00,2/20/2019,Feb-2019,201902,16,1,2/20/2019 0:00,2/20/2019 0:00,299,298,14,8,2/19/2019 0:00,2/19/2019 0:00,Q12019,20191,2019
2/21/2019 0:00,2/21/2019,Feb-2019,201902,16,1,2/21/2019 0:00,2/21/2019 0:00,300,299,15,8,2/19/2019 0:00,2/20/2019 0:00,Q12019,20191,2019
2/22/2019 0:00,2/22/2019,Feb-2019,201902,16,1,2/22/2019 0:00,2/22/2019 0:00,301,300,16,8,2/19/2019 0:00,2/21/2019 0:00,Q12019,20191,2019
2/23/2019 0:00,2/23/2019,Feb-2019,201902,16,0,,2/22/2019 0:00,,300,,8,2/19/2019 0:00,,Q12019,20191,2019
2/24/2019 0:00,2/24/2019,Feb-2019,201902,16,0,,2/22/2019 0:00,,300,,8,2/19/2019 0:00,,Q12019,20191,2019
2/25/2019 0:00,2/25/2019,Feb-2019,201902,16,1,2/25/2019 0:00,2/25/2019 0:00,302,301,17,8,2/19/2019 0:00,2/22/2019 0:00,Q12019,20191,2019
2/26/2019 0:00,2/26/2019,Feb-2019,201902,16,1,2/26/2019 0:00,2/26/2019 0:00,303,302,18,9,2/26/2019 0:00,2/25/2019 0:00,Q12019,20191,2019
2/27/2019 0:00,2/27/2019,Feb-2019,201902,16,1,2/27/2019 0:00,2/27/2019 0:00,304,303,19,9,2/26/2019 0:00,2/26/2019 0:00,Q12019,20191,2019
2/28/2019 0:00,2/28/2019,Feb-2019,201902,16,1,2/28/2019 0:00,2/28/2019 0:00,305,304,20,9,2/26/2019 0:00,2/27/2019 0:00,Q12019,20191,2019
3/1/2019 0:00,3/1/2019,Mar-2019,201903,15,1,3/1/2019 0:00,3/1/2019 0:00,306,305,1,9,2/26/2019 0:00,2/28/2019 0:00,Q12019,20191,2019
3/2/2019 0:00,3/2/2019,Mar-2019,201903,15,0,,3/1/2019 0:00,,305,,9,2/26/2019 0:00,,Q12019,20191,2019
3/3/2019 0:00,3/3/2019,Mar-2019,201903,15,0,,3/1/2019 0:00,,305,,9,2/26/2019 0:00,,Q12019,20191,2019
3/4/2019 0:00,3/4/2019,Mar-2019,201903,15,1,3/4/2019 0:00,3/4/2019 0:00,307,306,2,9,2/26/2019 0:00,3/1/2019 0:00,Q12019,20191,2019
3/5/2019 0:00,3/5/2019,Mar-2019,201903,15,1,3/5/2019 0:00,3/5/2019 0:00,308,307,3,10,3/5/2019 0:00,3/4/2019 0:00,Q12019,20191,2019
3/6/2019 0:00,3/6/2019,Mar-2019,201903,15,1,3/6/2019 0:00,3/6/2019 0:00,309,308,4,10,3/5/2019 0:00,3/5/2019 0:00,Q12019,20191,2019
3/7/2019 0:00,3/7/2019,Mar-2019,201903,15,1,3/7/2019 0:00,3/7/2019 0:00,310,309,5,10,3/5/2019 0:00,3/6/2019 0:00,Q12019,20191,2019
3/8/2019 0:00,3/8/2019,Mar-2019,201903,15,1,3/8/2019 0:00,3/8/2019 0:00,311,310,6,10,3/5/2019 0:00,3/7/2019 0:00,Q12019,20191,2019
3/9/2019 0:00,3/9/2019,Mar-2019,201903,15,0,,3/8/2019 0:00,,310,,10,3/5/2019 0:00,,Q12019,20191,2019
3/10/2019 0:00,3/10/2019,Mar-2019,201903,15,0,,3/8/2019 0:00,,310,,10,3/5/2019 0:00,,Q12019,20191,2019
3/11/2019 0:00,3/11/2019,Mar-2019,201903,15,1,3/11/2019 0:00,3/11/2019 0:00,312,311,7,10,3/5/2019 0:00,3/8/2019 0:00,Q12019,20191,2019
3/12/2019 0:00,3/12/2019,Mar-2019,201903,15,1,3/12/2019 0:00,3/12/2019 0:00,313,312,8,11,3/12/2019 0:00,3/11/2019 0:00,Q12019,20191,2019
3/13/2019 0:00,3/13/2019,Mar-2019,201903,15,1,3/13/2019 0:00,3/13/2019 0:00,314,313,9,11,3/12/2019 0:00,3/12/2019 0:00,Q12019,20191,2019
3/14/2019 0:00,3/14/2019,Mar-2019,201903,15,1,3/14/2019 0:00,3/14/2019 0:00,315,314,10,11,3/12/2019 0:00,3/13/2019 0:00,Q12019,20191,2019
3/15/2019 0:00,3/15/2019,Mar-2019,201903,15,1,3/15/2019 0:00,3/15/2019 0:00,316,315,11,11,3/12/2019 0:00,3/14/2019 0:00,Q12019,20191,2019
3/16/2019 0:00,3/16/2019,Mar-2019,201903,15,0,,3/15/2019 0:00,,315,,11,3/12/2019 0:00,,Q12019,20191,2019
3/17/2019 0:00,3/17/2019,Mar-2019,201903,15,0,,3/15/2019 0:00,,315,,11,3/12/2019 0:00,,Q12019,20191,2019
3/18/2019 0:00,3/18/2019,Mar-2019,201903,15,1,3/18/2019 0:00,3/18/2019 0:00,317,316,12,11,3/12/2019 0:00,3/15/2019 0:00,Q12019,20191,2019
3/19/2019 0:00,3/19/2019,Mar-2019,201903,15,1,3/19/2019 0:00,3/19/2019 0:00,318,317,13,12,3/19/2019 0:00,3/18/2019 0:00,Q12019,20191,2019
3/20/2019 0:00,3/20/2019,Mar-2019,201903,15,1,3/20/2019 0:00,3/20/2019 0:00,319,318,14,12,3/19/2019 0:00,3/19/2019 0:00,Q12019,20191,2019
3/21/2019 0:00,3/21/2019,Mar-2019,201903,15,1,3/21/2019 0:00,3/21/2019 0:00,320,319,15,12,3/19/2019 0:00,3/20/2019 0:00,Q12019,20191,2019
3/22/2019 0:00,3/22/2019,Mar-2019,201903,15,1,3/22/2019 0:00,3/22/2019 0:00,321,320,16,12,3/19/2019 0:00,3/21/2019 0:00,Q12019,20191,2019
3/23/2019 0:00,3/23/2019,Mar-2019,201903,15,0,,3/22/2019 0:00,,320,,12,3/19/2019 0:00,,Q12019,20191,2019
3/24/2019 0:00,3/24/2019,Mar-2019,201903,15,0,,3/22/2019 0:00,,320,,12,3/19/2019 0:00,,Q12019,20191,2019
3/25/2019 0:00,3/25/2019,Mar-2019,201903,15,1,3/25/2019 0:00,3/25/2019 0:00,322,321,17,12,3/19/2019 0:00,3/22/2019 0:00,Q12019,20191,2019
3/26/2019 0:00,3/26/2019,Mar-2019,201903,15,1,3/26/2019 0:00,3/26/2019 0:00,323,322,18,13,3/26/2019 0:00,3/25/2019 0:00,Q12019,20191,2019
3/27/2019 0:00,3/27/2019,Mar-2019,201903,15,1,3/27/2019 0:00,3/27/2019 0:00,324,323,19,13,3/26/2019 0:00,3/26/2019 0:00,Q12019,20191,2019
3/28/2019 0:00,3/28/2019,Mar-2019,201903,15,1,3/28/2019 0:00,3/28/2019 0:00,325,324,20,13,3/26/2019 0:00,3/27/2019 0:00,Q12019,20191,2019
3/29/2019 0:00,3/29/2019,Mar-2019,201903,15,1,3/29/2019 0:00,3/29/2019 0:00,326,325,21,13,3/26/2019 0:00,3/28/2019 0:00,Q12019,20191,2019
3/30/2019 0:00,3/30/2019,Mar-2019,201903,15,0,,3/29/2019 0:00,,325,,13,3/26/2019 0:00,,Q12019,20191,2019
3/31/2019 0:00,3/31/2019,Mar-2019,201903,15,0,,3/29/2019 0:00,,325,,13,3/26/2019 0:00,,Q12019,20191,2019
4/1/2019 0:00,4/1/2019,Apr-2019,201904,14,1,4/1/2019 0:00,4/1/2019 0:00,327,326,1,13,3/26/2019 0:00,3/29/2019 0:00,Q22019,20192,2019
4/2/2019 0:00,4/2/2019,Apr-2019,201904,14,1,4/2/2019 0:00,4/2/2019 0:00,328,327,2,14,4/2/2019 0:00,4/1/2019 0:00,Q22019,20192,2019
4/3/2019 0:00,4/3/2019,Apr-2019,201904,14,1,4/3/2019 0:00,4/3/2019 0:00,329,328,3,14,4/2/2019 0:00,4/2/2019 0:00,Q22019,20192,2019
4/4/2019 0:00,4/4/2019,Apr-2019,201904,14,1,4/4/2019 0:00,4/4/2019 0:00,330,329,4,14,4/2/2019 0:00,4/3/2019 0:00,Q22019,20192,2019
4/5/2019 0:00,4/5/2019,Apr-2019,201904,14,1,4/5/2019 0:00,4/5/2019 0:00,331,330,5,14,4/2/2019 0:00,4/4/2019 0:00,Q22019,20192,2019
4/6/2019 0:00,4/6/2019,Apr-2019,201904,14,0,,4/5/2019 0:00,,330,,14,4/2/2019 0:00,,Q22019,20192,2019
4/7/2019 0:00,4/7/2019,Apr-2019,201904,14,0,,4/5/2019 0:00,,330,,14,4/2/2019 0:00,,Q22019,20192,2019
4/8/2019 0:00,4/8/2019,Apr-2019,201904,14,1,4/8/2019 0:00,4/8/2019 0:00,332,331,6,14,4/2/2019 0:00,4/5/2019 0:00,Q22019,20192,2019
4/9/2019 0:00,4/9/2019,Apr-2019,201904,14,1,4/9/2019 0:00,4/9/2019 0:00,333,332,7,15,4/9/2019 0:00,4/8/2019 0:00,Q22019,20192,2019
4/10/2019 0:00,4/10/2019,Apr-2019,201904,14,1,4/10/2019 0:00,4/10/2019 0:00,334,333,8,15,4/9/2019 0:00,4/9/2019 0:00,Q22019,20192,2019
4/11/2019 0:00,4/11/2019,Apr-2019,201904,14,1,4/11/2019 0:00,4/11/2019 0:00,335,334,9,15,4/9/2019 0:00,4/10/2019 0:00,Q22019,20192,2019
4/12/2019 0:00,4/12/2019,Apr-2019,201904,14,1,4/12/2019 0:00,4/12/2019 0:00,336,335,10,15,4/9/2019 0:00,4/11/2019 0:00,Q22019,20192,2019
4/13/2019 0:00,4/13/2019,Apr-2019,201904,14,0,,4/12/2019 0:00,,335,,15,4/9/2019 0:00,,Q22019,20192,2019
